"TimeCreated","Id","LevelDisplayName","ProviderName","Message"
"08.09.2026 21:59:52","203","Ошибка","Microsoft-Windows-Diagnostics-Performance","Эта служба вызвала замедление процесса завершения работы системы: 
    Имя файла		:	DPS
    Понятное имя		:	Служба политики диагностики WDI
    Версия		:	10.0.19041.4522 (WinBuild.160101.0800)
    Общее время		:	4959мс
    Время замедления	:	4543мс
    Время события (UTC)	:	‎2026‎-‎09‎-‎08T16:52:25.168346400Z"
"08.09.2026 21:59:52","200","Предупреждение","Microsoft-Windows-Diagnostics-Performance","Завершение работы Windows 
    Продолжительность завершения работы	:	13197мс
    IsDegradation		:	false
    Время события (UTC)	:	‎2026‎-‎09‎-‎08T16:52:25.168346400Z"
"04.09.2026 21:28:28","200","Предупреждение","Microsoft-Windows-Diagnostics-Performance","Завершение работы Windows 
    Продолжительность завершения работы	:	18187мс
    IsDegradation		:	false
    Время события (UTC)	:	‎2026‎-‎09‎-‎04T09:14:32.808851900Z"
"01.09.2026 1:59:45","200","Предупреждение","Microsoft-Windows-Diagnostics-Performance","Завершение работы Windows 
    Продолжительность завершения работы	:	16767мс
    IsDegradation		:	false
    Время события (UTC)	:	‎2026‎-‎08‎-‎31T20:56:25.652236000Z"
"28.08.2026 14:18:19","101","Предупреждение","Microsoft-Windows-Diagnostics-Performance","Это приложение загружалось дольше обычного, что привело к замедлению процесса запуска системы: 
    Имя файла		:	nvngx_update.exe
    Понятное имя		:	NGX Updater
    Версия		:	32.0.15.9144
    Общее время		:	2902мс
    Время замедления	:	1638мс
    Время события (UTC)	:	‎2026‎-‎08‎-‎28T09:15:04.954235500Z"
"28.08.2026 14:18:19","100","Ошибка","Microsoft-Windows-Diagnostics-Performance","Windows запущена: 
     Длительность загрузки		:	118010ms
     IsDegradation		:	false
     Время события (UTC)	:	‎2026‎-‎08‎-‎28T09:15:04.954235500Z"
"28.08.2026 14:18:08","200","Предупреждение","Microsoft-Windows-Diagnostics-Performance","Завершение работы Windows 
    Продолжительность завершения работы	:	19648мс
    IsDegradation		:	false
    Время события (UTC)	:	‎2026‎-‎08‎-‎28T09:14:21.806666700Z"
"27.08.2026 13:46:44","101","Предупреждение","Microsoft-Windows-Diagnostics-Performance","Это приложение загружалось дольше обычного, что привело к замедлению процесса запуска системы: 
    Имя файла		:	uTorrent.exe
    Понятное имя		:	
    Версия		:	
    Общее время		:	44312мс
    Время замедления	:	39312мс
    Время события (UTC)	:	‎2026‎-‎08‎-‎27T08:43:34.953728200Z"
"27.08.2026 13:46:44","100","Критический","Microsoft-Windows-Diagnostics-Performance","Windows запущена: 
     Длительность загрузки		:	181308ms
     IsDegradation		:	true
     Время события (UTC)	:	‎2026‎-‎08‎-‎27T08:43:34.953728200Z"
"27.08.2026 13:46:39","200","Предупреждение","Microsoft-Windows-Diagnostics-Performance","Завершение работы Windows 
    Продолжительность завершения работы	:	15366мс
    IsDegradation		:	true
    Время события (UTC)	:	‎2026‎-‎08‎-‎27T08:42:54.849948900Z"
"26.08.2026 9:21:06","110","Предупреждение","Microsoft-Windows-Diagnostics-Performance","Инициализация диспетчера сеанса вызвала замедление процесса запуска: 
    Имя		:	SMSSInit
    Общее время		:	24481мс
    Время замедления	:	18569мс
    Время события (UTC)	:	‎2026‎-‎08‎-‎26T04:18:19.969515700Z"
"26.08.2026 9:21:06","100","Ошибка","Microsoft-Windows-Diagnostics-Performance","Windows запущена: 
     Длительность загрузки		:	92437ms
     IsDegradation		:	false
     Время события (UTC)	:	‎2026‎-‎08‎-‎26T04:18:19.969515700Z"
"26.08.2026 9:21:02","200","Предупреждение","Microsoft-Windows-Diagnostics-Performance","Завершение работы Windows 
    Продолжительность завершения работы	:	36237мс
    IsDegradation		:	false
    Время события (UTC)	:	‎2026‎-‎08‎-‎25T22:00:17.166097100Z"
"26.08.2026 2:58:39","101","Предупреждение","Microsoft-Windows-Diagnostics-Performance","Это приложение загружалось дольше обычного, что привело к замедлению процесса запуска системы: 
    Имя файла		:	svchost.exe
    Понятное имя		:	Хост-процесс для служб Windows
    Версия		:	10.0.19041.4522 (WinBuild.160101.0800)
    Общее время		:	29256мс
    Время замедления	:	14034мс
    Время события (UTC)	:	‎2026‎-‎08‎-‎25T21:55:55.953812400Z"
"26.08.2026 2:58:39","100","Ошибка","Microsoft-Windows-Diagnostics-Performance","Windows запущена: 
     Длительность загрузки		:	93297ms
     IsDegradation		:	false
     Время события (UTC)	:	‎2026‎-‎08‎-‎25T21:55:55.953812400Z"
"26.08.2026 2:58:33","200","Предупреждение","Microsoft-Windows-Diagnostics-Performance","Завершение работы Windows 
    Продолжительность завершения работы	:	16656мс
    IsDegradation		:	false
    Время события (UTC)	:	‎2026‎-‎08‎-‎25T21:55:18.317250200Z"
"25.08.2026 17:55:51","203","Предупреждение","Microsoft-Windows-Diagnostics-Performance","Эта служба вызвала замедление процесса завершения работы системы: 
    Имя файла		:	UsoSvc
    Понятное имя		:	Обновление службы сеанса оркестратора
    Версия		:	10.0.19041.4522 (WinBuild.160101.0800)
    Общее время		:	1341мс
    Время замедления	:	1016мс
    Время события (UTC)	:	‎2026‎-‎08‎-‎25T12:52:16.507824900Z"
"25.08.2026 17:55:51","200","Предупреждение","Microsoft-Windows-Diagnostics-Performance","Завершение работы Windows 
    Продолжительность завершения работы	:	30505мс
    IsDegradation		:	true
    Время события (UTC)	:	‎2026‎-‎08‎-‎25T12:52:16.507824900Z"
"23.08.2026 12:35:13","101","Предупреждение","Microsoft-Windows-Diagnostics-Performance","Это приложение загружалось дольше обычного, что привело к замедлению процесса запуска системы: 
    Имя файла		:	svchost.exe
    Понятное имя		:	Хост-процесс для служб Windows
    Версия		:	10.0.19041.4522 (WinBuild.160101.0800)
    Общее время		:	4056мс
    Время замедления	:	1959мс
    Время события (UTC)	:	‎2026‎-‎08‎-‎23T07:32:21.203938500Z"
"23.08.2026 12:35:13","101","Предупреждение","Microsoft-Windows-Diagnostics-Performance","Это приложение загружалось дольше обычного, что привело к замедлению процесса запуска системы: 
    Имя файла		:	MsMpEng.exe
    Понятное имя		:	Antimalware Service Executable
    Версия		:	4.18.26070.9 (797b3603749206dfffe67a1cc891531b0a2cf438)
    Общее время		:	25439мс
    Время замедления	:	9588мс
    Время события (UTC)	:	‎2026‎-‎08‎-‎23T07:32:21.203938500Z"
"23.08.2026 12:35:13","100","Ошибка","Microsoft-Windows-Diagnostics-Performance","Windows запущена: 
     Длительность загрузки		:	105313ms
     IsDegradation		:	false
     Время события (UTC)	:	‎2026‎-‎08‎-‎23T07:32:21.203938500Z"
"23.08.2026 12:35:09","200","Предупреждение","Microsoft-Windows-Diagnostics-Performance","Завершение работы Windows 
    Продолжительность завершения работы	:	21652мс
    IsDegradation		:	false
    Время события (UTC)	:	‎2026‎-‎08‎-‎23T07:31:21.627933400Z"
